iter	Logloss
527	0.3229951705
528	0.3229812983
529	0.3229621228
530	0.3229488563
531	0.3229330812
532	0.3229202449
533	0.322895656
534	0.3228781811
535	0.3228588696
536	0.3228552871
537	0.3228419533
538	0.3228299994
539	0.3228000546
540	0.3227829753
541	0.3227513714
542	0.3227190695
543	0.3226965981
544	0.3226743829
545	0.3226460031
546	0.3226191874
547	0.3226068708
548	0.3225816645
549	0.3225698794
550	0.3225563546
551	0.3225364645
552	0.3225274952
553	0.3224990432
554	0.3224805191
555	0.3224726942
556	0.3224535614
557	0.3224286279
558	0.322426187
559	0.3224083763
560	0.3223933936
561	0.3223676819
562	0.3223475052
563	0.322330376
564	0.322301017
565	0.3222815534
566	0.322261402
567	0.3222498411
568	0.3222347466
569	0.3222167795
570	0.3221974322
571	0.3221736586
572	0.3221470378
573	0.3221228198
574	0.3221077408
575	0.3220739699
576	0.3220473066
577	0.3220318005
578	0.322018893
579	0.3219995954
580	0.3219789261
581	0.3219489709
582	0.3219243446
583	0.3219137662
584	0.3218887131
585	0.3218770055
586	0.321852986
587	0.3218376425
588	0.3218236244
589	0.3218082921
590	0.321794585
591	0.3217637486
592	0.3217347999
593	0.3217149204
594	0.3216979999
595	0.3216760114
596	0.3216468418
597	0.3216337594
598	0.3216045586
599	0.321594544
600	0.3215731029
601	0.3215456614
602	0.3215293275
603	0.3215154676
604	0.3214950441
605	0.3214696227
606	0.3214456919
607	0.3214176339
608	0.3213897984
609	0.3213794706
610	0.3213636604
611	0.3213426839
612	0.3213156883
613	0.3212959982
614	0.3212753305
615	0.3212503453
616	0.321230844
617	0.3212228747
618	0.32120495
619	0.3211742441
620	0.3211478212
621	0.3211180258
622	0.3210998493
623	0.3210905416
624	0.3210696
625	0.3210406256
626	0.3210247796
627	0.3210030257
628	0.3209875678
629	0.3209620548
630	0.3209475259
631	0.3209348599
632	0.3209144703
633	0.3209005244
634	0.3208874468
635	0.3208616657
636	0.3208307965
637	0.3208130077
638	0.3207920776
639	0.32077996
640	0.3207512236
641	0.3207316681
642	0.3207050263
643	0.3206823027
644	0.3206576969
645	0.3206438525
646	0.3206215978
647	0.3206104885
648	0.3205817154
649	0.3205569305
650	0.3205325267
651	0.3205088217
652	0.3204965931
653	0.3204787024
654	0.3204608009
655	0.3204373639
656	0.320422949
657	0.3204032931
658	0.3203904227
659	0.3203803988
660	0.3203516429
661	0.3203332866
662	0.3203190479
663	0.3202979751
664	0.3202760713
665	0.3202520087
666	0.3202355808
667	0.3202131706
668	0.3201941526
669	0.3201745413
670	0.3201481456
671	0.3201279875
672	0.3201105641
673	0.3200781935
674	0.3200605342
675	0.3200319187
676	0.3200110653
677	0.3199828557
678	0.3199730907
679	0.3199498943
680	0.3199406029
681	0.3199166578
682	0.3199034906
683	0.319872273
684	0.3198426185
685	0.3198274913
686	0.3198159893
687	0.3197962362
688	0.3197860816
689	0.3197685505
690	0.3197494585
691	0.319727305
692	0.3197049134
693	0.3196944474
694	0.3196790322
695	0.3196612134
696	0.3196395003
697	0.3196304728
698	0.3196087981
699	0.3195859643
700	0.319565653
701	0.3195504631
702	0.3195204789
703	0.3195106492
704	0.3194974597
705	0.3194701526
706	0.3194464616
707	0.3194362913
708	0.319421728
709	0.3194122773
710	0.3193884379
711	0.319368292
712	0.3193387576
713	0.3193176367
714	0.3193009678
715	0.3192907055
716	0.3192746525
717	0.3192574564
718	0.3192430725
719	0.3192176174
720	0.3191998617
721	0.3191796687
722	0.3191606683
723	0.3191469684
724	0.3191248113
725	0.319119191
726	0.3190915547
727	0.3190670005
728	0.3190448157
729	0.3190159082
730	0.3189900207
731	0.3189714535
732	0.3189460827
733	0.3189263417
734	0.3188977782
735	0.3188795083
736	0.3188600653
737	0.3188560907
738	0.3188402073
739	0.3188286014
740	0.3188179185
741	0.3188060941
742	0.3187943341
743	0.3187791358
744	0.3187541681
745	0.3187431902
746	0.3187142367
747	0.3186889441
748	0.3186641589
749	0.3186356421
750	0.318615423
751	0.3185947013
752	0.3185727005
753	0.3185510385
754	0.3185426185
755	0.3185193696
756	0.3185028015
757	0.3184892603
758	0.3184727715
759	0.3184605586
760	0.3184516679
761	0.3184319779
762	0.3184225321
763	0.3184172051
764	0.3183911013
765	0.3183620089
766	0.3183516637
767	0.3183276402
768	0.3183090341
769	0.3182813756
770	0.318267838
771	0.3182462776
772	0.318220491
773	0.3181979018
774	0.3181662087
775	0.3181355003
776	0.3181142817
777	0.31810533
778	0.3180849994
779	0.3180651755
780	0.3180513349
781	0.3180368735
782	0.318011426
783	0.3179857052
784	0.3179593025
785	0.3179506907
786	0.3179360349
787	0.3179134475
788	0.3178899299
789	0.3178726196
790	0.3178549585
791	0.3178438525
792	0.3178281406
793	0.3177926744
794	0.3177686309
795	0.3177596884
796	0.3177306854
797	0.3177180042
798	0.3176936444
799	0.3176773321
800	0.3176685609
801	0.3176454567
802	0.3176263155
803	0.3176088358
804	0.3175827951
805	0.3175642323
806	0.3175595655
807	0.3175294383
808	0.3175129891
809	0.3175019758
810	0.3174723006
811	0.3174591126
812	0.3174324114
813	0.3174146032
814	0.3173982196
815	0.3173845315
816	0.3173715174
817	0.3173515987
818	0.3173356832
819	0.3173203972
820	0.3173057689
821	0.3172970983
822	0.3172718939
823	0.3172591573
824	0.3172470448
825	0.3172285166
826	0.3172097866
827	0.3171805114
828	0.3171673135
829	0.3171635502
830	0.3171467002
831	0.3171313001
832	0.3171156521
833	0.3170969971
834	0.3170663359
835	0.3170455948
836	0.3170285428
837	0.317006664
838	0.3169848925
839	0.3169697707
840	0.3169535437
841	0.3169325433
842	0.3169174439
843	0.3169057966
844	0.3168906429
845	0.3168779865
846	0.3168634918
847	0.3168444132
848	0.3168246065
849	0.3168108857
850	0.3167950707
851	0.3167751184
852	0.3167452796
853	0.3167167767
854	0.3166968034
855	0.3166859813
856	0.3166663415
857	0.3166454337
858	0.3166262731
859	0.3166083171
860	0.3165900999
861	0.3165759806
862	0.3165547775
863	0.3165324142
864	0.3165215032
865	0.3164982017
866	0.3164861416
867	0.3164710074
868	0.3164433429
869	0.3164220964
870	0.316409142
871	0.3163879761
872	0.3163656537
873	0.3163384284
874	0.3163196846
875	0.3163032467
876	0.3162949855
877	0.3162783227
878	0.3162487956
879	0.316233472
880	0.3162150695
881	0.31619899
882	0.3161858444
883	0.3161637954
884	0.3161379061
885	0.3161201572
886	0.3161029309
887	0.3160790421
888	0.3160630166
889	0.3160443344
890	0.3160316054
891	0.316004324
892	0.315987025
893	0.3159668335
894	0.3159519816
895	0.3159402861
896	0.3159156323
897	0.3159112491
898	0.3158960023
899	0.3158744518
900	0.3158538216
901	0.315842493
902	0.3158264721
903	0.3158213605
904	0.315798189
905	0.3157782869
906	0.3157656866
907	0.3157522878
908	0.3157417509
909	0.3157140584
910	0.3156895067
911	0.3156623791
912	0.3156384943
913	0.3156256855
914	0.315605494
915	0.3155922062
916	0.3155683271
917	0.3155432696
918	0.3155369907
919	0.3155204776
920	0.3155107585
921	0.3154888525
922	0.3154750382
923	0.315461995
924	0.3154421796
925	0.3154183623
926	0.3153967291
927	0.3153805054
928	0.3153632328
929	0.3153418029
930	0.3153240805
931	0.3152944721
932	0.3152751026
933	0.3152601567
934	0.3152282225
935	0.3152191539
936	0.3151926417
937	0.3151800189
938	0.3151622174
939	0.3151482401
940	0.3151316482
941	0.3151038694
942	0.3150809082
943	0.3150583583
944	0.3150394951
945	0.3150204527
946	0.3150010288
947	0.3149851751
948	0.3149624074
949	0.3149395787
950	0.31492672
951	0.3149121141
952	0.3148991348
953	0.3148818916
954	0.3148623261
955	0.3148501086
956	0.3148334102
957	0.3148191893
958	0.3147922516
959	0.3147823092
960	0.3147659109
961	0.314757422
962	0.3147430024
963	0.3147210794
964	0.3147064817
965	0.3146918922
966	0.3146718205
967	0.3146579795
968	0.3146281608
969	0.3146058122
970	0.3145786876
971	0.3145512878
972	0.3145255495
973	0.3145166031
974	0.314496234
975	0.3144828696
976	0.3144630503
977	0.3144472495
978	0.3144291891
979	0.3144147775
980	0.3143861244
981	0.3143643945
982	0.3143509766
983	0.3143272548
984	0.3143131628
985	0.3142975053
986	0.3142750375
987	0.3142593606
988	0.3142314236
989	0.3142226935
990	0.3142055133
991	0.3141967833
992	0.3141898778
993	0.3141798034
994	0.3141649739
995	0.3141499401
996	0.3141440231
997	0.3141268896
998	0.3141025154
999	0.3140870882
